"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"2019","4","A","골목상권","1001010","풍성로37가길","93","3","1","","2","11","1","1","1","","","","1","1","9","","","","","14"
"2019","4","A","골목상권","1000001","계동길","204","6","4","","","3","1","1","1","2","","","","40","63","","","","","45"
"2019","4","A","골목상권","1000002","난계로27길","150","5","10","","2","9","","","","","","","1","4","33","","","","2","28"
"2019","4","A","골목상권","1000003","돈화문로11가길","308","4","13","","","9","1","2","","1","","","","35","50","","","","2","39"
"2019","4","A","골목상권","1000004","명륜길","68","3","","","","5","","","","2","7","","2","4","8","","","","","25"
"2019","4","A","골목상권","1000005","백석동길","36","3","1","","","","","","","","","","","4","2","","","","","12"
"2019","4","A","골목상권","1000006","북촌로11길","221","6","4","","","3","1","1","2","2","","","","42","68","","","","","42"
"2019","4","A","골목상권","1000007","북촌로5길","194","8","4","","","3","1","1","1","2","","","","37","42","","","","","43"
"2019","4","A","골목상권","1000008","북촌로5나길","137","8","3","","1","1","","","1","1","","","","21","27","","","","","37"
"2019","4","A","골목상권","1000009","삼청로5길","132","8","3","","1","1","","","","","","","","24","23","","","","","34"
"2019","4","A","골목상권","1000010","성균관로5길","168","7","8","12","1","7","","","","","19","","2","8","39","","","","","29"
"2019","4","A","골목상권","1000011","숭인동길","144","6","9","","3","7","","1","1","1","","","1","1","29","","","","1","22"
"2019","4","A","골목상권","1000012","옥인길","95","2","2","","","5","2","1","1","1","7","","","8","25","","","","","11"
"2019","4","A","골목상권","1000013","율곡로10길","157","2","5","","","5","1","2","","","","","","13","33","","","","2","21"
"2019","4","A","골목상권","1000014","율곡로16길","139","10","9","12","1","4","2","2","1","","21","","","3","4","","","","","27"
"2019","4","A","골목상권","1000015","이화장길","180","10","8","12","1","8","1","1","1","","23","","","18","14","","","","2","29"
"2019","4","A","골목상권","1000016","자하문로7길","195","7","4","","","10","3","1","1","1","7","","","17","41","","","","1","32"
"2019","4","A","골목상권","1000017","종로24길","176","2","9","","","13","","","","","","","","5","22","","","","2","20"
"2019","4","A","골목상권","1000018","종로58가길","147","4","6","","","11","1","","","1","","","1","4","13","","","","2","22"
"2019","4","A","골목상권","1000019","종로65길","147","5","9","","1","8","1","","1","1","","","2","2","25","","","","1","22"
"2019","4","A","골목상권","1000020","지봉로8길","178","8","5","","","12","2","1","","1","","","1","1","20","","","","2","31"
"2019","4","A","골목상권","1000021","창경궁로35길","119","4","4","","","7","3","1","1","1","7","","3","4","27","","","","","16"
"2019","4","A","골목상권","1000022","창신2길","115","2","3","","","10","1","","","","","","2","3","17","","","","2","11"
"2019","4","A","골목상권","1000023","창신5길","147","3","5","","","17","","1","","","","","1","2","13","","","","1","17"
"2019","4","A","골목상권","1000024","창신길","62","3","","","","7","","1","","","","","","2","5","","","","","2"
"2019","4","A","골목상권","1000025","통일로12길","119","11","2","","1","10","1","1","1","1","","","","5","2","","","","1","32"
"2019","4","A","골목상권","1000026","평창길","79","1","4","","1","1","1","","","","","","2","5","2","","","","","26"
"2019","4","A","골목상권","1000027","필운대로1길","142","6","1","","","5","2","1","1","1","7","","","9","35","","","","","24"
"2019","4","A","골목상권","1000028","난계로11길","123","7","5","","","11","","1","","1","","","","1","10","","","","1","14"
"2019","4","A","골목상권","1000029","난계로21길","63","3","3","","","7","","","","","","","","","7","","","","","10"
"2019","4","A","골목상권","1000030","다산로33길","157","5","6","","","15","1","3","1","2","","","1","5","20","","","","3","16"
"2019","4","A","골목상권","1000031","다산로36길","77","2","2","","","8","1","1","1","1","","","1","","5","","","","","13"
"2019","4","A","골목상권","1000032","다산로38길","131","6","5","","1","15","1","1","","","","","1","2","13","","","","2","7"
"2019","4","A","골목상권","1000033","다산로39길","122","5","4","","1","11","","2","1","2","","","1","5","15","","","","3","11"
"2019","4","A","골목상권","1000034","동호로10길","139","4","5","","1","15","3","4","1","1","","","","","7","","","","2","14"
"2019","4","A","골목상권","1000035","동호로11길","144","6","4","1","1","17","1","","2","1","","","1","5","7","","","","3","15"
"2019","4","A","골목상권","1000036","동호로15길","154","7","5","","1","16","2","","2","1","","","","7","9","","","","2","15"
"2019","4","A","골목상권","1000037","동호로20길","123","7","4","","1","9","2","3","","","","","","4","13","","","","2","11"
"2019","4","A","골목상권","1000038","동호로8길","132","7","5","","1","17","2","","","","","","","","7","","","","2","10"
"2019","4","A","골목상권","1000039","명동길","463","15","39","2","1","29","1","1","","","1","1","","35","41","","","","2","36"
"2019","4","A","골목상권","1000040","삼일대로4길","249","12","13","2","1","13","1","1","","","2","","","14","46","","","","1","19"
"2019","4","A","골목상권","1000041","장충단로8길","127","4","3","","","8","2","1","1","1","","","","5","24","","","","3","12"
"2019","4","A","골목상권","1000042","청구로17길","125","7","4","","1","13","3","3","","","","","","3","6","","","","1","10"
"2019","4","A","골목상권","1000043","청구로1길","74","2","2","","","6","1","3","1","1","","","","","2","","","","1","14"
"2019","4","A","골목상권","1000044","퇴계로12길","165","6","5","","","7","3","2","","1","","","","6","43","","","","1","12"
"2019","4","A","골목상권","1000045","퇴계로18길","179","7","5","","","4","2","3","","1","3","","","7","56","","","","1","16"
"2019","4","A","골목상권","1000046","퇴계로46길","137","4","6","","1","11","1","1","","","12","","","","33","","","","1","8"
"2019","4","A","골목상권","1000047","퇴계로56길","189","5","7","","","10","1","1","","","12","","","4","43","","","","4","16"
"2019","4","A","골목상권","1000048","퇴계로8길","171","8","10","","","9","1","","","","","","1","6","19","","","","1","16"
"2019","4","A","골목상권","1000049","퇴계로90길","139","7","7","","","12","1","1","","1","","","","","10","","","","1","21"
"2019","4","A","골목상권","1000050","녹사평대로11길","39","2","","","","","1","1","1","","","","","3","1","","","","1","15"
"2019","4","A","골목상권","1000051","녹사평대로26길","158","7","7","","","5","","1","","","7","","","8","22","","","","1","33"
"2019","4","A","골목상권","1000052","녹사평대로32길","126","3","6","","","4","","1","","","","","","4","20","","","","2","23"
"2019","4","A","골목상권","1000053","녹사평대로40나길","92","4","5","","","3","","1","","","","","","1","12","","","","1","19"
"2019","4","A","골목상권","1000054","녹사평대로46길","72","3","5","","","4","1","1","","1","","","","","5","","","","","21"
"2019","4","A","골목상권","1000055","대사관로34길","104","6","7","6","1","12","","","","","","","1","","9","","","","1","17"
"2019","4","A","골목상권","1000056","두텁바위로1길","184","10","7","","","16","1","1","1","1","","","","","22","","","","2","35"
"2019","4","A","골목상권","1000057","백범로79길","123","5","3","","","7","1","1","1","1","5","","1","","11","","","","1","33"
"2019","4","A","골목상권","1000058","백범로90길","82","7","2","","","4","1","2","","","","","2","","4","","","","1","22"
"2019","4","A","골목상권","1000059","서빙고로71길","52","10","","","","1","1","1","2","1","","","","3","2","","","","1","15"
"2019","4","A","골목상권","1000060","소월로20길","74","4","","","","4","","1","2","2","","","","4","2","","","","","29"
"2019","4","A","골목상권","1000061","신흥로20길","84","6","","","","6","","1","2","2","","","","4","3","","","","","27"
"2019","4","A","골목상권","1000062","우사단로10길","137","8","4","4","1","15","1","1","","","7","","","3","19","","","","","22"
"2019","4","A","골목상권","1000063","우사단로14길","151","12","2","","","7","","1","","","7","","","5","25","","","","1","26"
"2019","4","A","골목상권","1000064","우사단로4길","80","2","3","","","6","1","1","","","7","","","3","15","","","","","16"
"2019","4","A","골목상권","1000065","원효로19길","96","6","7","","","8","2","1","1","1","","","1","5","2","","","","1","29"
"2019","4","A","골목상권","1000066","원효로41길","100","7","7","","","8","2","","1","1","","","1","5","3","","","","1","23"
"2019","4","A","골목상권","1000067","원효로53길","149","8","8","","","13","3","2","","","","","2","","7","","","","1","36"
"2019","4","A","골목상권","1000068","원효로89길","140","5","6","","","10","","1","2","2","","","1","","27","","","","2","22"
"2019","4","A","골목상권","1000069","이촌로22길","48","2","3","","","7","","","","","","","","2","1","","","","1","13"
"2019","4","A","골목상권","1000070","이태원로27길","185","10","7","","","4","","1","","","","","","7","23","","","","2","33"
"2019","4","A","골목상권","1000071","이태원로54길","133","17","2","5","1","4","1","1","","","","","","6","17","","","","1","27"
"2019","4","A","골목상권","1000072","장문로45길","86","3","2","","","10","1","","1","1","7","","","","7","","","","","19"
"2019","4","A","골목상권","1000073","청파로47길","178","7","7","","","12","1","2","2","2","12","","","","38","","","","3","22"
"2019","4","A","골목상권","1000074","청파로47나길","139","5","4","","","11","1","1","","","12","","","","31","","","","2","21"
"2019","4","A","골목상권","1000075","청파로71길","117","4","4","","","14","1","2","1","1","6","","1","","14","","","","1","20"
"2019","4","A","골목상권","1000076","청파로73길","92","5","5","","1","11","","","2","2","","","1","2","9","","","","2","20"
"2019","4","A","골목상권","1000077","한강대로104길","136","8","8","","","14","1","1","","","","","","1","14","","","","2","17"
"2019","4","A","골목상권","1000078","한강대로15길","64","2","4","","","8","","1","","1","","","","2","2","","","","1","16"
"2019","4","A","골목상권","1000079","한강대로43길","105","6","12","","","7","","1","","","","","","4","5","","","","3","16"
"2019","4","A","골목상권","1000080","한강대로52길","69","5","4","","","3","","1","","","","","","","5","","","","2","6"
"2019","4","A","골목상권","1000081","한강대로62길","71","5","2","","","4","","1","","","","","1","1","5","","","","3","10"
"2019","4","A","골목상권","1000082","한강대로7길","70","2","4","","","9","","1","","","","","","3","2","","","","1","16"
"2019","4","A","골목상권","1000083","한강대로88길","110","6","6","","","9","","1","1","1","","","","","14","","","","2","23"
"2019","4","A","골목상권","1000084","한남대로20길","111","16","10","6","1","8","","","","","","","2","","8","","","","","17"
"2019","4","A","골목상권","1000085","회나무로13길","86","5","4","","","4","1","1","","1","","","","1","4","","","","","31"
"2019","4","A","골목상권","1000086","효창원로39길","94","5","1","","","7","3","1","","","","","1","","2","","","","2","30"
"2019","4","A","골목상권","1000087","후암로28길","101","5","1","","","11","1","2","1","1","","","","1","3","","","","","24"
"2019","4","A","골목상권","1000088","고산자로6길","200","4","6","5","2","16","2","2","1","1","36","","2","3","23","","","","2","36"
"2019","4","A","골목상권","1000089","금호산2길","133","2","3","","","16","1","1","","","","","","","2","","","","","33"
"2019","4","A","골목상권","1000090","금호산길","154","4","4","","1","14","","2","1","1","","","2","","5","","","","1","46"
"2019","4","A","골목상권","1000091","둘레9길","88","4","1","","","14","2","","1","1","","","2","","","","","","","20"
"2019","4","A","골목상권","1000092","뚝섬로5길","70","4","6","","","5","2","2","2","2","","","","1","6","","","","1","13"
"2019","4","A","골목상권","1000093","마장로27길","82","7","2","","","7","4","1","","","","","","3","3","","","","1","17"
"2019","4","A","골목상권","1000094","마장로39길","67","2","3","","","8","3","1","1","","","","","","2","","","","3","11"
"2019","4","A","골목상권","1000095","마조로16길","75","3","2","","","6","3","2","3","1","","","","","5","","","","3","13"
"2019","4","A","골목상권","1000096","마조로1길","138","4","3","5","2","10","1","1","2","1","36","","","3","23","","","","5","17"
"2019","4","A","골목상권","1000097","매봉길","110","5","1","","","6","3","2","","1","","","2","","","","","","1","35"
"2019","4","A","골목상권","1000098","무수막길","94","4","2","","1","6","","1","","","","","1","","3","","","","1","28"
"2019","4","A","골목상권","1000099","무학로6길","129","4","2","1","2","13","3","1","","","","","","2","4","","","","2","23"
"2019","4","A","골목상권","1000100","무학봉28길","168","4","4","","1","19","1","1","","","","","2","","11","","","","","13"
"2019","4","A","골목상권","1000101","무학봉길","83","4","1","","","9","2","2","","","","","1","","8","","","","","9"
"2019","4","A","골목상권","1000102","사근동길","119","3","2","5","1","9","2","2","2","1","36","","","1","20","","","","1","18"
"2019","4","A","골목상권","1000103","상원12길","59","1","3","","1","2","","","","","2","","1","1","2","","","","2","12"
"2019","4","A","골목상권","1000104","상원길","84","1","9","","1","8","","","1","1","2","","1","","2","","","","1","15"
"2019","4","A","골목상권","1000105","서울숲2길","52","1","2","","","4","","","1","1","2","","1","2","3","","","","1","10"
"2019","4","A","골목상권","1000106","성덕정17길","115","2","2","","","16","4","1","2","","","","2","1","4","","","","1","29"
"2019","4","A","골목상권","1000107","성덕정길","63","5","","","","5","2","1","1","1","","","","","","","","","","22"
"2019","4","A","골목상권","1000108","성수이로18길","80","2","11","","2","6","2","2","1","","","","","2","13","","","","1","11"
"2019","4","A","골목상권","1000109","성수이로7길","88","2","7","","","13","3","2","2","","","","2","2","7","","","","1","11"
"2019","4","A","골목상권","1000110","성수일로6길","110","3","15","","","14","1","1","1","1","","","1","1","8","","","","2","11"
"2019","4","A","골목상권","1000111","송정12라길","89","1","1","","","12","1","1","","","","","","1","9","","","","","11"
"2019","4","A","골목상권","1000112","송정4가길","111","4","4","","1","10","","","","","","","","1","12","","","","","18"
"2019","4","A","골목상권","1000113","아차산로11길","69","5","9","","1","4","","1","","","","","","1","4","","","","1","8"
"2019","4","A","골목상권","1000114","아차산로15길","93","4","10","","2","5","1","1","","","","","","1","15","","","","","18"
"2019","4","A","골목상권","1000115","아차산로5길","111","5","12","","1","11","","","","","","","2","1","6","","","","3","16"
"2019","4","A","골목상권","1000116","왕십리로14길","73","2","4","","","6","","","","","2","","2","1","4","","","","1","12"
"2019","4","A","골목상권","1000117","왕십리로21길","145","6","5","","","16","2","3","1","1","","","2","","7","","","","1","19"
"2019","4","A","골목상권","1000118","왕십리로26길","189","6","5","1","2","19","3","1","","","","","2","2","10","","","","3","24"
"2019","4","A","골목상권","1000119","왕십리로31길","131","5","2","1","2","12","1","2","","1","","","1","","11","","","","1","25"
"2019","4","A","골목상권","1000120","왕십리로6길","100","3","7","","","8","1","1","1","1","2","","2","2","4","","","","2","20"
"2019","4","A","골목상권","1000121","용답29길","134","5","6","","3","18","1","1","","","","","1","4","4","","","","2","16"
"2019","4","A","골목상권","1000122","용답중앙길","106","3","4","","2","14","1","1","","","","","1","1","2","","","","3","14"
"2019","4","A","골목상권","1000123","장터길","148","2","4","","","16","3","2","","","","","1","","2","","","","1","39"
"2019","4","A","골목상권","1000124","청계천로10나길","84","8","2","","2","7","2","1","","","","","","1","1","","","","1","21"
"2019","4","A","골목상권","1000125","한림말3길","79","3","2","","","6","3","2","1","","","","1","","1","","","","2","15"
"2019","4","A","골목상권","1000126","한림말길","94","9","3","","","7","4","1","1","","","","2","","3","","","","2","21"
"2019","4","A","골목상권","1000127","광나루로12길","132","4","5","","","10","","1","","","","","","1","24","","","","","15"
"2019","4","A","골목상권","1000128","광나루로24길","78","2","3","","1","3","2","2","2","1","4","","","4","17","","","","2","16"
"2019","4","A","골목상권","1000129","광나루로36길","103","4","4","","1","8","3","","1","1","","","2","4","7","","","","","18"
"2019","4","A","골목상권","1000130","광나루로37길","97","3","3","","1","7","3","1","1","1","","","1","4","7","","","","","20"
"2019","4","A","골목상권","1000131","광나루로40길","81","1","4","","","8","2","","1","1","","","1","","7","","","","","11"
"2019","4","A","골목상권","1000132","광나루로52길","112","6","3","","","11","1","1","","","","","2","","6","","","","","18"
"2019","4","A","골목상권","1000133","긴고랑로20길","147","7","3","","","18","2","1","","","","","1","","5","","","","","29"
"2019","4","A","골목상권","1000134","긴고랑로7길","124","4","3","","","17","2","2","","","","","1","","5","","","","","23"
"2019","4","A","골목상권","1000135","긴고랑로8길","85","3","2","","","10","1","","","","","","1","","5","","","","","20"
"2019","4","A","골목상권","1000136","긴고랑로9길","137","5","2","","1","19","1","2","","","","","1","","7","","","","1","26"
"2019","4","A","골목상권","1000137","능동로13길","160","5","8","","2","13","2","3","2","1","","","1","1","29","","","","1","19"
"2019","4","A","골목상권","1000138","능동로19길","158","5","5","","1","9","2","3","2","1","4","","1","4","30","","","","2","20"
"2019","4","A","골목상권","1000139","능동로34길","142","1","5","","2","10","2","2","","1","","","1","6","6","","","","2","24"
"2019","4","A","골목상권","1000140","능동로3길","98","2","2","","","10","3","1","1","","","","1","2","5","","","","1","14"
"2019","4","A","골목상권","1000141","능동로4길","74","2","2","","","7","1","2","1","1","","","","2","2","","","","1","12"
"2019","4","A","골목상권","1000142","동일로18길","148","4","9","","2","11","2","","","","","1","1","","23","","","","1","19"
"2019","4","A","골목상권","1000143","동일로24길","120","2","6","","2","10","1","2","","","","","1","","26","","","","1","11"
"2019","4","A","골목상권","1000144","뚝섬로23길","133","5","3","","1","12","3","1","","","","1","1","","15","","","","","22"
"2019","4","A","골목상권","1000145","뚝섬로24길","88","2","1","","","9","2","","1","","","","1","","8","","","","1","18"
"2019","4","A","골목상권","1000146","뚝섬로48길","78","3","2","","","5","3","2","1","1","","","","4","","","","","","13"
"2019","4","A","골목상권","1000147","뚝섬로54길","58","3","1","","","4","2","2","1","1","","","","2","","","","","","7"
"2019","4","A","골목상권","1000148","뚝섬로58길","82","7","1","","","7","2","1","1","1","","","","1","2","","","","","14"
"2019","4","A","골목상권","1000149","뚝섬로64길","61","4","","","","4","4","3","2","1","","","","1","2","","","","","13"
"2019","4","A","골목상권","1000150","면목로17길","96","4","1","","","10","4","1","1","","","","","","3","","","","","22"
"2019","4","A","골목상권","1000151","아차산로40길","135","4","6","","1","13","5","3","3","2","1","","","","11","","","","1","20"
"2019","4","A","골목상권","1000152","아차산로51길","114","7","7","","1","10","1","1","3","2","","","1","","12","","","","2","17"
"2019","4","A","골목상권","1000153","아차산로55길","101","7","3","","","7","","","1","1","","","1","","11","","","","1","16"
"2019","4","A","골목상권","1000154","아차산로65길","113","","5","","","13","3","","","","","","3","","3","","","","","16"
"2019","4","A","골목상권","1000155","아차산로78길","91","6","7","","","3","2","","","","5","","2","3","6","","","","1","28"
"2019","4","A","골목상권","1000156","용마산로21길","147","7","3","","1","16","1","2","2","3","","","1","","5","","","","1","36"
"2019","4","A","골목상권","1000157","용마산로3길","133","1","5","","1","16","1","1","","","","","2","","5","","","","1","19"
"2019","4","A","골목상권","1000158","자양로11길","170","6","5","","1","21","3","2","","","","","","1","9","","","","","20"
"2019","4","A","골목상권","1000159","자양로15길","148","6","8","","2","20","3","2","2","1","","","","","13","","","","1","14"
"2019","4","A","골목상권","1000160","자양로26길","75","4","4","","","4","2","","1","1","","","1","","9","","","","","15"
"2019","4","A","골목상권","1000161","자양로45길","148","1","2","","","21","2","1","","1","","","1","1","4","","","","1","28"
"2019","4","A","골목상권","1000162","자양로50길","102","1","1","","","10","4","2","","1","","","","1","5","","","","1","19"
"2019","4","A","골목상권","1000163","자양로53길","130","2","3","","","19","1","","","","","","1","","2","","","","","28"
"2019","4","A","골목상권","1000164","자양번영로3길","81","4","2","","","7","4","2","1","1","","","","4","1","","","","","10"
"2019","4","A","골목상권","1000165","천호대로109길","137","5","7","","1","8","2","1","","","","","1","1","9","","","","2","17"
"2019","4","A","골목상권","1000166","천호대로123길","145","2","3","","","18","1","2","","1","","","1","1","4","","","","1","26"
"2019","4","A","골목상권","1000167","천호대로129길","135","1","1","","","16","4","1","","1","","","1","1","5","","","","1","27"
"2019","4","A","골목상권","1000168","경희대로3길","125","3","3","1","1","9","2","2","2","2","42","","1","5","27","","","","","9"
"2019","4","A","골목상권","1000169","경희대로4길","180","3","6","1","1","14","3","2","2","2","44","","1","3","34","","","","","17"
"2019","4","A","골목상권","1000170","난계로30길","113","4","9","","2","6","","1","","","","","1","3","21","","","","2","18"
"2019","4","A","골목상권","1000171","답십리로23길","53","3","1","","1","9","3","","","","","","","","2","","","","1","12"
"2019","4","A","골목상권","1000172","답십리로56길","90","2","2","","1","10","3","1","","","","","","","5","","","","","13"
"2019","4","A","골목상권","1000173","답십리로60길","65","4","","","1","10","2","1","","","","","","","","","","","","13"
"2019","4","A","골목상권","1000174","답십리로63길","91","3","2","","4","13","1","","","","","","","","4","","","","","17"
"2019","4","A","골목상권","1000175","답십리로64길","82","3","1","","2","13","","1","","","","","","","1","","","","","15"
"2019","4","A","골목상권","1000176","답십리로68길","120","3","3","","2","19","","","1","","","","","","7","","","","","17"
"2019","4","A","골목상권","1000177","답십리로69길","98","3","1","","4","10","3","2","1","1","","","","","4","","","","","22"
"2019","4","A","골목상권","1000178","답십리로72길","104","2","4","","","11","1","1","1","","","","","","6","","","","","18"
"2019","4","A","골목상권","1000179","망우로18가길","78","3","1","","1","6","1","1","1","","31","","","","3","","","","1","7"
"2019","4","A","골목상권","1000180","망우로18길","100","3","2","","1","10","","","1","","29","","","","8","","","","1","10"
"2019","4","A","골목상권","1000181","망우로21길","80","2","2","","1","9","1","","","","3","","","","9","","","","1","9"
"2019","4","A","골목상권","1000182","무학로16길","63","5","3","","1","6","2","","","","","","1","1","1","","","","","15"
"2019","4","A","골목상권","1000183","무학로45길","98","1","3","","1","4","","1","1","1","19","","","","19","","","","","19"
"2019","4","A","골목상권","1000184","사가정로13길","121","3","4","","","15","3","2","2","2","28","","1","","","","","","","12"
"2019","4","A","골목상권","1000185","사가정로23가길","86","2","1","","2","10","1","2","1","1","","","1","","1","","","","","23"
"2019","4","A","골목상권","1000186","사가정로2길","126","4","6","","3","13","1","1","","","","","1","1","6","","","","1","17"
"2019","4","A","골목상권","1000187","서울시립대로16길","84","3","3","","","13","3","2","","2","","","","","2","","","","1","18"
"2019","4","A","골목상권","1000188","서울시립대로29길","109","2","","1","1","5","1","1","1","1","26","","","","15","","","","1","22"
"2019","4","A","골목상권","1000189","서울시립대로4길","95","5","3","","1","9","1","1","2","","","","","","2","","","","2","26"
"2019","4","A","골목상권","1000190","약령시로17길","91","5","2","","1","9","1","1","1","1","","","","1","3","","","","","20"
"2019","4","A","골목상권","1000191","왕산로32길","114","2","7","","2","16","","","1","","","","1","","3","","","","3","30"
"2019","4","A","골목상권","1000192","왕산로33길","135","3","8","","2","27","","","","","","","1","","4","","","","1","20"
"2019","4","A","골목상권","1000193","왕산로43길","129","7","2","1","2","11","1","","1","1","","","","","9","","","","1","32"
"2019","4","A","골목상권","1000194","이문로42길","101","4","1","","","15","2","1","","","3","","","1","7","","","","1","15"
"2019","4","A","골목상권","1000195","장한로14길","58","7","2","","","3","","1","1","","","","","","","","","","","9"
"2019","4","A","골목상권","1000196","장한로25길","121","1","3","","4","16","1","2","","","","","","","6","","","","","24"
"2019","4","A","골목상권","1000197","장한로26가길","112","3","3","","1","14","","1","1","","","","","","6","","","","","19"
"2019","4","A","골목상권","1000198","장한로26길","128","2","4","","3","15","2","1","","","","","","","6","","","","","20"
"2019","4","A","골목상권","1000199","장한로27가길","123","4","4","","6","19","2","1","","","","","","","4","","","","","21"
"2019","4","A","골목상권","1000200","장한로27길","123","1","3","","5","17","2","2","","","","","","","6","","","","","23"
"2019","4","A","골목상권","1000201","장한로5길","94","7","5","","3","14","2","1","","","","","","","5","","","","","13"
"2019","4","A","골목상권","1000202","장한로8길","98","3","7","","3","12","","1","1","","","","","1","3","","","","","15"
"2019","4","A","골목상권","1000203","전농로29길","112","4","3","","","12","2","1","1","2","26","","","","3","","","","1","20"
"2019","4","A","골목상권","1000204","전농로3길","113","","4","","1","12","1","2","","","","","1","","5","","","","","15"
"2019","4","A","골목상권","1000205","전농로4길","100","6","4","","4","12","3","2","","","","","","2","7","","","","","12"
"2019","4","A","골목상권","1000206","제기로21길","63","5","1","","","4","3","1","1","1","","","","2","4","","","","","17"
"2019","4","A","골목상권","1000207","제기로5길","95","2","2","","","3","2","1","","","28","","","1","13","","","","1","17"
"2019","4","A","골목상권","1000208","천장산로7길","97","3","2","1","1","3","1","1","2","2","51","","","4","6","","","","","12"
"2019","4","A","골목상권","1000209","천호대로12길","77","3","3","1","2","9","2","1","","","","","2","2","5","","","","","16"
"2019","4","A","골목상권","1000210","천호대로17길","84","2","3","1","1","11","1","1","","","","","","","1","","","","1","23"
"2019","4","A","골목상권","1000211","천호대로45길","106","2","1","","1","16","","1","1","","","","1","","2","","","","4","28"
"2019","4","A","골목상권","1000212","천호대로77길","100","6","4","","4","12","2","1","","","","","","2","10","","","","1","12"
"2019","4","A","골목상권","1000213","천호대로97길","58","1","4","","2","3","","1","1","","","","","1","2","","","","","9"
"2019","4","A","골목상권","1000214","한천로14길","99","7","2","","2","16","2","1","1","","","","","","2","","","","","15"
"2019","4","A","골목상권","1000215","한천로33길","58","1","1","","1","8","1","1","","","","","","","1","","","","","15"
"2019","4","A","골목상권","1000216","한천로40길","78","2","1","","3","10","2","","","","","","","","2","","","","","19"
"2019","4","A","골목상권","1000217","한천로46길","63","1","","","2","5","2","2","2","3","","","1","","","","","","","18"
"2019","4","A","골목상권","1000218","휘경로14길","97","1","2","","","14","2","","","","","","","","10","","","","1","10"
"2019","4","A","골목상권","1000219","휘경로23길","62","3","","","","7","2","","","","","","","","5","","","","1","11"
"2019","4","A","골목상권","1000220","휘경로2길","113","3","","","","18","3","","","","9","","","","14","","","","1","14"
"2019","4","A","골목상권","1000221","휘경로3길","134","4","1","","","20","2","","","","9","","","","20","","","","1","17"
"2019","4","A","골목상권","1000222","겸재로29길","136","4","4","","1","13","2","1","","","","","1","","7","","","","1","22"
"2019","4","A","골목상권","1000223","겸재로36길","120","2","2","","","12","2","1","","","","","1","","7","","","","1","17"
"2019","4","A","골목상권","1000224","겸재로54길","142","6","1","","","10","1","1","1","","","","2","","7","","","","1","22"
"2019","4","A","골목상권","1000225","공릉로12가길","91","2","","","1","7","2","1","1","2","","","2","","5","","","","1","22"
"2019","4","A","골목상권","1000226","공릉로2길","123","4","1","","1","11","","","1","","","","","","1","","","","1","22"
"2019","4","A","골목상권","1000227","답십리로75길","68","2","","","","6","1","1","1","","","","","","2","","","","","11"
"2019","4","A","골목상권","1000228","동일로100길","152","5","5","","2","15","1","2","","","","","","","6","","","","","34"
"2019","4","A","골목상권","1000229","동일로101길","125","4","2","","1","13","3","2","","","","","1","","2","","","","","29"
"2019","4","A","골목상권","1000230","동일로112길","154","5","5","","3","13","2","3","","","","","2","","7","","","","3","20"
"2019","4","A","골목상권","1000231","동일로123길","149","5","5","","1","17","4","","1","","","","1","","3","","","","2","30"
"2019","4","A","골목상권","1000232","동일로130길","117","3","4","","1","11","3","2","1","","","","1","","1","","","","","22"
"2019","4","A","골목상권","1000233","동일로139가길","121","3","3","","","13","2","2","1","","","","","","6","","","","1","26"
"2019","4","A","골목상권","1000234","동일로139길","96","4","3","","","11","1","","","","","","","","5","","","","1","22"
"2019","4","A","골목상권","1000235","동일로140길","115","3","3","","1","12","2","1","2","1","","","","","6","","","","1","20"
"2019","4","A","골목상권","1000236","동일로149길","70","1","2","","","6","2","2","","","","","","","3","","","","","13"
"2019","4","A","골목상권","1000237","동일로157길","150","3","3","","1","15","3","2","","","","","","","1","","","","1","25"
"2019","4","A","골목상권","1000238","동일로163길","122","3","1","","1","11","1","2","","","","","","","1","","","","1","21"
"2019","4","A","골목상권","1000239","망우로68길","157","3","2","","3","23","4","2","1","","","","2","1","2","","","","","24"
"2019","4","A","골목상권","1000240","망우로73길","67","3","","","2","6","3","2","2","3","","","1","","2","","","","","16"
"2019","4","A","골목상권","1000241","면목로21길","68","2","1","","","5","2","1","1","","","","","","2","","","","","16"
"2019","4","A","골목상권","1000242","면목로33길","83","4","1","","","4","2","2","1","","","","","","3","","","","1","14"
"2019","4","A","골목상권","1000243","면목로45길","159","6","2","","2","22","1","","","","","","3","","7","","","","1","19"
"2019","4","A","골목상권","1000244","면목로48길","151","2","2","","1","21","2","1","2","","","","1","","4","","","","1","17"
"2019","4","A","골목상권","1000245","면목로49길","152","4","2","","2","21","2","1","","","","","1","","6","","","","1","21"
"2019","4","A","골목상권","1000246","면목로55길","77","3","1","","1","11","3","1","","","","","1","","3","","","","","9"
"2019","4","A","골목상권","1000247","면목로56길","91","5","1","","1","8","3","1","1","","","","1","","5","","","","","9"
"2019","4","A","골목상권","1000248","면목로78길","167","1","3","","1","17","2","1","","","","","1","","5","","","","1","27"
